Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,2,0,1,Import,156,China,CHN,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,1401762649,,,4
H5,2018,2018,2018,2,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,8050432270,,,4
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,152282961,,,0
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,88012938,,,0
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,61297550,,,4
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,108391426,,,0
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,,,108226029,,,4
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,518266283,,,4
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,,,628509495,,,4
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,623021048,,,0
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,2855191,,,4
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,461729,,,0
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,1667481920,,,0
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,3650500,,,0
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,49039380,,,0
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,50249348,,,4
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,,,330499362,,,4
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,36361615,,,0
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,24117887,,,0
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,1071467,,,0
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,36805004,,,0
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,1477876841,,,4
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,151633078,,,0
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,25154452,,,4
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,234860600,,,4
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,1057840603,,,4
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,119853116,,,4
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,2348746284,,,0
H5,2018,2018,2018,2,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,210774674,,,0
H5,2018,2018,2018,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,125659676,,,4
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,1464797,,,0
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,198121,,,4
H5,2018,2018,2018,2,0,2,Export,174,Comoros,COM,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,29472759,,,4
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,327504,,,0
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,941454,,,0
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,1486,,,0
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,36438,,,0
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,6432472,,,0
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,28339202,,,4
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,2868,,,0
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,4203608,,,0
H5,2018,2018,2018,2,0,2,Export,174,Comoros,COM,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,1766,,,0
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,6238984,,,0
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,433961,,,0
H5,2018,2018,2018,2,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,4031780,,,0
H5,2018,2018,2018,2,0,2,Export,174,Comoros,COM,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,430,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,8796012,,,0
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,33015,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,2729340,,,0
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,974306,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,2813949,,,0
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,5656504,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,53625267,,,0
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,384992,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,3222,,,0
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,5542,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,76818557,,,0
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,146080,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,21975310,,,0
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,5533,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,530792,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,816804,,,0
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,67217,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,122971,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,9101323,,,4
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,10361,,,4
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,2074315,,,4
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,1295,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,996914,,,0
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,5162,,,0
H5,2018,2018,2018,2,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,55141462,,,0
H5,2018,2018,2018,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,21143,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,22722176,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,370551,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,3358562,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,4709374,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,4604,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,22890,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,3119003,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,7868779,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,49330361,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,864144,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,143269183,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,91396,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,224643,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,2430527,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,18036136,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,3096494,,,4
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,40188,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,16355629,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,1646942,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,20060875,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,126618,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,46955897,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,28275,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,1261683,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,47255855,,,0
H4,2018,2018,2018,2,0,1,Import,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,37208141,,,0
H4,2018,2018,2018,2,0,2,Export,180,Dem. Rep. of the Congo,COD,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,74889,,,0
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,145606713,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,126140211,,,4
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,23231584,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,326223309,,,0
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,102460239,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,2243247973,,,4
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,62881592,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,160520488,,,0
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,12849744,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,130321404,,,4
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,5570410,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,1909611,,,0
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,157927804,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,24976037,,,4
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,44937779,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,11224896,,,4
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,320426001,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,2406029,,,4
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,975575,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,262387,,,0
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,97126809,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,179685469,,,4
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,52144227,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,104535534,,,4
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,41991536,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,11052602,,,0
H5,2018,2018,2018,2,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,155127886,,,4
H5,2018,2018,2018,2,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,374946551,,,4
H5,2018,2018,2018,2,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,143424475,,,0
H5,2018,2018,2018,2,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,50791299,,,0
H5,2018,2018,2018,2,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,182346498,,,0
H5,2018,2018,2018,2,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,159920161,,,0
H5,2018,2018,2018,2,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,,,73734907,,,4
H5,2018,2018,2018,2,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,103935094,,,0
H5,2018,2018,2018,2,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,,,118932168,,,4
H5,2018,2018,2018,2,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,83234513,,,0
H5,2018,2018,2018,2,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,327719,,,0
H5,2018,2018,2018,2,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,14747,,,0
H5,2018,2018,2018,2,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,83785192,,,0
H5,2018,2018,2018,2,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,223015613,,,0
